"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"-4","PTGENDER","ADNIMERGE","Key ADNI tables merged into one table","-4","Sex","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ptdemog table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","PTEDUCAT","ADNIMERGE","Key ADNI tables merged into one table","-4","Education","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ptdemog table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","PTETHCAT","ADNIMERGE","Key ADNI tables merged into one table","-4","Ethnicity","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ptdemog table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","PTRACCAT","ADNIMERGE","Key ADNI tables merged into one table","-4","Race","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ptdemog table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","PTMARRY","ADNIMERGE","Key ADNI tables merged into one table","-4","Marital status at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ptdemog table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","APOE4","ADNIMERGE","Key ADNI tables merged into one table","-4","ApoE4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From apoe table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","FDG","ADNIMERGE","Key ADNI tables merged into one table","-4","Average FDG-PET of angular, temporal, and posterior cingulate","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ucberkeleyfdg table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","PIB","ADNIMERGE","Key ADNI tables merged into one table","-4","Average PIB SUVR of frontal cortex, anterior cingulate, precuneus cortex, and parietal cortex","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From pibpetsuvr table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","AV45","ADNIMERGE","Key ADNI tables merged into one table","-4","Average AV45 SUVR of frontal, anterior cingulate, precuneus, and parietal cortex relative to the cer","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ucberkeleyav45 table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","CDRSB","ADNIMERGE","Key ADNI tables merged into one table","-4","CDR-SB","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From cdr table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","ADAS11","ADNIMERGE","Key ADNI tables merged into one table","-4","ADAS 11","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From adas table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","ADAS13","ADNIMERGE","Key ADNI tables merged into one table","-4","ADAS 13","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From adas table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","MMSE","ADNIMERGE","Key ADNI tables merged into one table","-4","MMSE","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From mmse table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","RAVLT","ADNIMERGE","Key ADNI tables merged into one table","-4","RAVLT (forgetting)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From neurobat table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","RAVLT_immediate","ADNIMERGE","Key ADNI tables merged into one table","-4","RAVLT (5 sum)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From neurobat table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","FAQ","ADNIMERGE","Key ADNI tables merged into one table","-4","FAQ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From neurobat table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","MOCA","ADNIMERGE","Key ADNI tables merged into one table","-4","MOCA","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From moca table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogPtMem","ADNIMERGE","Key ADNI tables merged into one table","-4","Participant ECog - Mem","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogpt table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogPtLang","ADNIMERGE","Key ADNI tables merged into one table","-4","Participant ECog - Lang","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogpt table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogPtVisspat","ADNIMERGE","Key ADNI tables merged into one table","-4","Participant ECog - Vis/Spat","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogpt table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogPtPlan","ADNIMERGE","Key ADNI tables merged into one table","-4","Participant ECog - Plan","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogpt table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogPtOrgan","ADNIMERGE","Key ADNI tables merged into one table","-4","Participant ECog - Organ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogpt table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogPtDivatt","ADNIMERGE","Key ADNI tables merged into one table","-4","Participant ECog - Div atten","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogpt table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogPtTotal","ADNIMERGE","Key ADNI tables merged into one table","-4","Participant ECog - Total","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogpt table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogSPMem","ADNIMERGE","Key ADNI tables merged into one table","-4","Study Partner ECog - Mem","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogsp table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogSPLang","ADNIMERGE","Key ADNI tables merged into one table","-4","Study Partner ECog - Lang","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogsp table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogSPVisspat","ADNIMERGE","Key ADNI tables merged into one table","-4","Study Partner ECog - Vis/Spat","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogsp table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogSPPlan","ADNIMERGE","Key ADNI tables merged into one table","-4","Study Partner ECog - Plan","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogsp table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogSPOrgan","ADNIMERGE","Key ADNI tables merged into one table","-4","Study Partner ECog - Organ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogsp table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogSPDivatt","ADNIMERGE","Key ADNI tables merged into one table","-4","Study Partner ECog - Div atten","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogsp table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogSPTotal","ADNIMERGE","Key ADNI tables merged into one table","-4","Study Partner ECog - Total","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogsp table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","Ventricles","ADNIMERGE","Key ADNI tables merged into one table","-4","UCSF Ventricles","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ucsffsx and ucsffsx51 tables","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","Hippocampus","ADNIMERGE","Key ADNI tables merged into one table","-4","UCSF Hippocampus","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ucsffsx and ucsffsx51 tables","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","WholeBrain","ADNIMERGE","Key ADNI tables merged into one table","-4","UCSF WholeBrain","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ucsffsx and ucsffsx51 tables","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","Entorhinal","ADNIMERGE","Key ADNI tables merged into one table","-4","UCSF Entorhinal","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ucsffsx and ucsffsx51 tables","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","Fusiform","ADNIMERGE","Key ADNI tables merged into one table","-4","UCSF Fusiform","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ucsffsx and ucsffsx51 tables","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","MidTemp","ADNIMERGE","Key ADNI tables merged into one table","-4","UCSF Med Temp","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ucsffsx and ucsffsx51 tables","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","ICV","ADNIMERGE","Key ADNI tables merged into one table","-4","UCSF ICV","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ucsffsx and ucsffsx51 tables","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","DX","ADNIMERGE","Key ADNI tables merged into one table","-4","Dx status","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From studysum table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EXAMDATE_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","Examination Date at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From registry table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","CDRSB_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","CDR-SB at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From cdr table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","ADAS11_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","ADAS 11 at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From adas table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","ADAS13_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","ADAS 13 at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From adas table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","MMSE_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","MMSE at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From mmse table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","RAVLT_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","RAVLT (forgetting) at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From neurobat table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","RAVLT_immediate_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","RAVLT (5 sum) at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From neurobat table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","FAQ_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","FAQ at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From neurobat table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","Ventricles_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","UCSF Ventricles at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ucsffsx and ucsffsx51 tables","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","Hippocampus_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","UCSF Hippocampus at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ucsffsx and ucsffsx51 tables","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","WholeBrain_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","UCSF WholeBrain at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ucsffsx and ucsffsx51 tables","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","Entorhinal_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","UCSF Entorhinal at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ucsffsx and ucsffsx51 tables","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","Fusiform_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","UCSF Fusiform at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ucsffsx and ucsffsx51 tables","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","MidTemp_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","UCSF Med Temp at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ucsffsx and ucsffsx51 tables","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","ICV_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","UCSF ICV at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ucsffsx and ucsffsx51 tables","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","MOCA_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","MOCA at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From moca table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogPtMem_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","Pt ECog - Mem at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogpt table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogPtLang_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","Pt ECog - Lang at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogpt table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogPtVisspat_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","Pt ECog - Vis/Spat at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogpt table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogPtPlan_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","Pt ECog - Plan at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogpt table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogPtOrgan_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","Pt ECog - Organ at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogpt table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogPtDivatt_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","Pt ECog - Div atten at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogpt table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogPtTotal_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","Pt ECog - Total at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogpt table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogSPMem_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","SP ECog - Mem at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogsp table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogSPLang_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","SP ECog - Lang at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogsp table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogSPVisspat_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","SP ECog - Vis/Spat at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogsp table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogSPPlan_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","SP ECog - Plan at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogsp table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogSPOrgan_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","SP ECog - Organ at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogsp table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogSPDivatt_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","SP ECog - Div atten at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogsp table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","EcogSPTotal_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","SP ECog - Total at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Mean of non-missing responses from ecogsp table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","FDG_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","Average FDG-PET of angular, temporal, and posterior cingulate at baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ucberkeleyfdg table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","PIB_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","Average PIB SUVR of frontal cortex, anterior cingulate, precuneus cortex, and parietal cortex at bas","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From pibpetsuvr table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","AV45_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","Average AV45 SUVR of frontal, anterior cingulate, precuneus, and parietal cortex relative to the cer","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From ucberkeleyav45 table","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","Years_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","Years from baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From registry EXAMDATEs","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","Month_bl","ADNIMERGE","Key ADNI tables merged into one table","-4","Months from baseline","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From registry EXAMDATEs","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","Month","ADNIMERGE","Key ADNI tables merged into one table","-4","Months from baseline (to nearest 6 months, as a factor)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From registry EXAMDATEs","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
"-4","M","ADNIMERGE","Key ADNI tables merged into one table","-4","Months from baseline (to nearest 6 months, as continuous)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","From registry EXAMDATEs","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-01-22 14:36:06.0"
